id,duration,protocol_type,service,flag,src_bytes,classN,classA
15966,0,tcp,http,SF,252,1,1
15967,0,tcp,http,SF,159,1,1
15970,0,tcp,http,SF,221,1,1
15971,0,tcp,http,SF,296,1,1
15973,0,tcp,http,SF,211,1,1
15974,0,tcp,http,SF,248,1,1
15975,0,udp,domain_u,SF,43,1,1
15976,0,tcp,http,S1,184,1,1
15978,0,tcp,http,SF,219,1,1
15986,0,tcp,finger,SF,7,1,1
15987,0,tcp,http,SF,224,1,1
15988,0,tcp,http,SF,324,1,1
15989,0,tcp,http,SF,328,1,1
15990,0,tcp,http,SF,234,1,1
15991,0,tcp,http,SF,296,1,1
15992,4610,udp,other,SF,146,1,1
15996,0,tcp,http,SF,334,1,1
15997,2,tcp,pop_3,SF,35,1,1
16001,0,tcp,http,REJ,0,1,1
16002,0,udp,domain_u,SF,46,1,1
16003,0,tcp,http,SF,291,1,1
16004,131,tcp,http,SF,331,1,1
16008,1,tcp,smtp,SF,985,1,1
16010,0,tcp,http,SF,323,1,1
16012,1,tcp,smtp,SF,2276,1,1
16017,0,tcp,http,S0,0,1,1
16019,0,udp,domain_u,SF,45,1,1
16020,0,tcp,ftp_data,SF,567,1,1
16021,0,tcp,http,SF,350,1,1
16023,0,tcp,http,SF,304,1,1
16024,0,tcp,http,SF,240,1,1
16031,0,udp,private,SF,105,1,1
16032,232,tcp,telnet,SF,205,1,1
16033,0,tcp,ftp_data,SF,194,1,1
16039,0,udp,ntp_u,SF,48,1,1
16043,0,tcp,http,SF,169,1,1
16045,0,tcp,ftp_data,SF,192,1,1
16047,0,tcp,http,SF,197,1,1
16048,0,tcp,ftp_data,SF,852,1,1
16050,0,tcp,http,SF,209,1,1
16051,0,tcp,smtp,SF,602,1,1
16053,0,tcp,smtp,SF,867,1,1
16054,2,tcp,smtp,SF,832,1,1
16057,0,tcp,http,SF,466,1,1
16058,0,icmp,eco_i,SF,30,1,1
16059,0,tcp,http,SF,225,1,1
16063,0,tcp,ftp_data,SF,884,1,1
16064,0,tcp,http,SF,234,1,1
16071,0,tcp,http,SF,303,1,1
16073,0,tcp,http,SF,355,1,1
16076,0,udp,domain_u,SF,17,1,1
16077,0,tcp,other,SF,10044,1,1
16079,0,udp,domain_u,SF,43,1,1
16081,0,tcp,smtp,S0,0,1,1
16083,0,tcp,http,SF,368,1,1
16084,0,tcp,http,SF,171,1,1
16087,0,tcp,http,REJ,0,1,1
16088,0,tcp,http,SF,233,1,1
16089,0,tcp,http,SF,215,1,1
16090,0,udp,domain_u,SF,44,1,1
16091,0,udp,domain_u,SF,43,1,1
16092,0,tcp,http,REJ,0,1,1
16095,11,udp,private,SF,105,1,1
16097,0,udp,domain_u,SF,44,1,1
16100,0,tcp,http,SF,228,1,1
16102,0,tcp,http,SF,238,1,1
16104,0,tcp,http,SF,218,1,1
16106,0,tcp,http,SF,219,1,1
16108,0,tcp,http,SF,261,1,1
16110,0,tcp,http,SF,3745,1,1
16111,0,tcp,http,SF,244,1,1
16112,0,udp,domain_u,SF,45,1,1
16114,0,tcp,http,SF,201,1,1
16115,0,tcp,http,SF,235,1,1
16116,0,tcp,http,SF,256,1,1
16117,0,udp,domain_u,SF,42,1,1
16120,0,tcp,http,SF,309,1,1
16122,0,tcp,http,SF,253,1,1
16123,0,udp,domain_u,SF,46,1,1
16125,0,tcp,http,SF,171,1,1
16129,0,icmp,urp_i,SF,127,1,1
16130,0,tcp,http,SF,271,1,1
16131,0,tcp,http,SF,298,1,1
16135,0,udp,domain_u,SF,43,1,1
16136,0,tcp,http,SF,224,1,1
16137,0,tcp,ftp_data,SF,95,1,1
16140,0,tcp,http,SF,325,1,1
16141,0,tcp,http,SF,231,1,1
16143,0,tcp,http,SF,224,1,1
16144,0,tcp,http,SF,341,1,1
16145,0,tcp,ftp_data,SF,192,1,1
16147,0,tcp,ftp_data,SF,4316,1,1
16149,1,tcp,time,SF,0,1,1
16150,0,tcp,http,SF,207,1,1
16151,0,tcp,http,SF,243,1,1
16153,0,udp,domain_u,SF,45,1,1
16156,7,tcp,http,SF,264,1,1
16158,0,tcp,ftp_data,SF,567,1,1
16159,0,tcp,http,SF,226,1,1
16160,24,tcp,ftp,SF,230,1,1
16161,0,tcp,finger,SF,7,1,1
16162,0,tcp,http,SF,335,1,1
16163,0,tcp,http,SF,233,1,1
16165,0,tcp,http,RSTO,0,1,1
16166,0,tcp,http,SF,216,1,1
16167,0,tcp,http,SF,244,1,1
16169,4,tcp,smtp,SF,1722,1,1
16172,0,tcp,ftp_data,SF,209,1,1
16173,0,tcp,http,SF,325,1,1
16174,3487,udp,other,SF,146,1,1
16175,0,udp,domain_u,SF,44,1,1
16176,0,tcp,http,SF,288,1,1
16177,0,tcp,http,SF,216,1,1
16178,0,tcp,http,SF,245,1,1
16180,0,udp,other,SF,516,1,1
16181,35,tcp,smtp,SF,768,1,1
16182,0,udp,domain_u,SF,44,1,1
16183,0,tcp,http,SF,220,1,1
16185,282,tcp,telnet,SF,344,1,1
16186,0,tcp,http,SF,211,1,1
16187,0,udp,other,SF,516,1,1
16190,0,tcp,http,SF,284,1,1
16191,0,tcp,http,SF,213,1,1
16193,0,udp,other,SF,516,1,1
16195,0,tcp,http,SF,317,1,1
16197,0,tcp,ftp_data,SF,245,1,1
16199,0,tcp,smtp,SF,1022,1,1
16201,28,tcp,ftp,SF,1533,1,1
16202,0,tcp,http,SF,310,1,1
16203,264,tcp,telnet,SF,174,1,1
16204,0,tcp,pop_3,SF,38,1,1
16206,0,tcp,http,SF,313,1,1
16208,0,tcp,ftp_data,SF,19,1,1
16212,0,udp,domain_u,SF,44,1,1
16215,0,tcp,ftp_data,S2,0,1,1
16218,0,tcp,http,REJ,0,1,1
16219,0,tcp,pop_3,SF,52,1,1
16221,0,icmp,urp_i,SF,182,1,1
16223,0,tcp,http,SF,331,1,1
16225,0,tcp,http,SF,301,1,1
16226,0,tcp,http,SF,199,1,1
16227,0,udp,domain_u,SF,45,1,1
16228,0,tcp,smtp,SF,1489,1,1
16230,0,icmp,urp_i,SF,78,1,1
16232,0,tcp,http,SF,281,1,1
16233,0,tcp,http,S0,0,1,1
16234,0,tcp,ftp_data,SF,5319,1,1
16235,0,tcp,http,SF,234,1,1
16240,0,tcp,http,SF,261,1,1
16245,0,udp,other,SF,516,1,1
16248,0,tcp,http,SF,313,1,1
16250,3,tcp,smtp,SF,1201,1,1
16253,0,tcp,ftp_data,SF,9178,1,1
16260,0,tcp,http,SF,317,1,1
16261,465,udp,other,SF,147,1,1
16262,0,tcp,http,SF,208,1,1
16264,0,tcp,ftp_data,SF,383,1,1
16265,0,tcp,http,SF,258,1,1
16270,6,tcp,smtp,SF,1687,1,1
16272,0,udp,other,SF,516,1,1
16276,9899,udp,other,SF,147,1,1
16277,0,udp,domain_u,SF,45,1,1
16278,0,tcp,http,SF,281,1,1
16279,0,tcp,smtp,SF,727,1,1
16280,0,tcp,smtp,SF,1711,1,1
16281,0,tcp,ftp_data,SF,95,1,1
16282,0,tcp,http,SF,216,1,1
16283,0,udp,domain_u,SF,43,1,1
16284,0,tcp,http,SF,226,1,1
16288,0,tcp,http,SF,215,1,1
16293,0,udp,domain_u,SF,102,1,1
16296,0,tcp,http,SF,313,1,1
16300,22,tcp,ftp,SF,287,1,1
16303,0,udp,domain_u,SF,45,1,1
16305,0,tcp,http,SF,242,1,1
16307,0,tcp,ftp_data,SF,5929,1,1
16310,0,tcp,http,SF,294,1,1
16311,0,tcp,http,SF,309,1,1
16312,0,tcp,http,SF,322,1,1
16315,0,tcp,http,SF,363,1,1
16316,0,tcp,smtp,SF,796,1,1
16317,3,tcp,telnet,RSTO,0,1,1
16318,0,tcp,http,SF,199,1,1
16322,0,tcp,http,SF,308,1,1
16323,11460,tcp,telnet,SF,3227,1,1
16326,0,tcp,smtp,SF,616,1,1
16327,0,tcp,http,SF,236,1,1
16331,0,tcp,http,SF,361,1,1
16334,0,udp,domain_u,SF,42,1,1
16336,28,tcp,ftp,SF,1482,1,1
16337,0,tcp,http,SF,202,1,1
16338,0,udp,other,SF,147,1,1
16340,13,tcp,telnet,SF,105,1,1
16341,0,udp,domain_u,SF,46,1,1
16350,853,udp,other,SF,147,1,1
16351,0,tcp,http,SF,315,1,1
16353,0,tcp,http,SF,336,1,1
16354,0,tcp,http,REJ,0,1,1
16355,0,udp,domain_u,SF,44,1,1
16356,0,tcp,http,SF,239,1,1
16357,0,udp,domain_u,SF,44,1,1
16360,0,tcp,http,SF,307,1,1
16361,27,tcp,ftp,SF,287,1,1
16362,0,udp,domain_u,SF,29,1,1
16363,0,tcp,http,SF,233,1,1
16365,0,tcp,http,SF,316,1,1
16367,0,tcp,http,REJ,0,1,1
16368,0,tcp,http,SF,213,1,1
16373,0,udp,domain_u,SF,46,1,1
16374,0,tcp,time,S0,0,1,1
16375,0,tcp,http,SF,224,1,1
16379,0,tcp,smtp,SF,1192,1,1
16380,0,tcp,http,SF,306,1,1
16381,0,tcp,http,SF,339,1,1
16383,0,tcp,http,SF,220,1,1
16387,0,tcp,http,SF,207,1,1
16393,0,tcp,auth,SF,10,1,1
16397,0,udp,domain_u,SF,43,1,1
16398,0,tcp,http,SF,259,1,1
16399,0,tcp,smtp,SF,1136,1,1
16401,0,tcp,http,SF,218,1,1
16403,0,udp,domain_u,SF,43,1,1
16404,28,tcp,ftp,SF,1506,1,1
16409,0,tcp,smtp,SF,1438,1,1
16414,0,udp,domain_u,SF,44,1,1
16415,0,udp,domain_u,SF,46,1,1
16416,0,tcp,http,SF,233,1,1
16417,0,tcp,http,SF,222,1,1
16419,0,udp,domain_u,SF,44,1,1
16421,0,tcp,http,SF,321,1,1
16423,6143,udp,other,SF,147,1,1
16424,0,tcp,http,SF,224,1,1
16426,0,tcp,http,SF,283,1,1
16427,0,tcp,http,SF,249,1,1
16428,0,tcp,http,SF,285,1,1
16429,4,tcp,smtp,SF,1199,1,1
16432,0,udp,domain_u,SF,46,1,1
16435,0,tcp,http,SF,342,1,1
16436,0,tcp,http,SF,313,1,1
16441,0,tcp,http,SF,236,1,1
16443,0,tcp,http,SF,226,1,1
16447,0,tcp,http,SF,321,1,1
16448,0,tcp,smtp,SF,1790,1,1
16451,0,udp,domain_u,SF,43,1,1
16454,1,tcp,smtp,SF,1228,1,1
16457,0,tcp,http,SF,203,1,1
16459,0,tcp,http,SF,145,1,1
16461,0,tcp,http,SF,220,1,1
16462,0,tcp,http,SF,294,1,1
16463,0,tcp,http,SF,298,1,1
16464,0,udp,domain_u,SF,45,1,1
16465,0,tcp,http,REJ,0,1,1
16466,235,udp,other,SF,146,1,1
16468,0,tcp,http,SF,301,1,1
16470,0,tcp,http,SF,201,1,1
16471,0,tcp,http,REJ,0,1,1
16475,0,tcp,http,SF,332,1,1
16476,0,tcp,http,SF,155,1,1
16477,0,tcp,ftp_data,SF,4316,1,1
16479,0,udp,domain_u,SF,44,1,1
16480,0,tcp,ftp_data,SF,637,1,1
16481,0,tcp,http,SF,233,1,1
16482,0,udp,domain_u,SF,46,1,1
16483,0,tcp,http,REJ,0,1,1
16484,0,tcp,http,SF,285,1,1
16485,0,tcp,http,SF,155,1,1
16486,0,udp,domain_u,SF,46,1,1
16489,0,udp,domain_u,SF,45,1,1
16490,0,tcp,http,REJ,0,1,1
16492,10,tcp,smtp,SF,1576,1,1
16494,0,tcp,http,SF,304,1,1
16495,0,tcp,http,SF,147,1,1
16497,0,tcp,http,SF,306,1,1
16503,0,tcp,http,SF,238,1,1
16504,2,tcp,smtp,SF,2068,1,1
16505,0,tcp,http,SF,208,1,1
16506,0,tcp,http,SF,229,1,1
16508,0,tcp,http,SF,211,1,1
16509,0,tcp,http,SF,235,1,1
16511,0,tcp,http,SF,206,1,1
16513,0,tcp,http,SF,225,1,1
16514,0,tcp,http,SF,195,1,1
16516,0,icmp,ecr_i,SF,20,1,1
16517,0,tcp,http,SF,212,1,1
16523,0,tcp,http,SF,237,1,1
16524,0,tcp,http,SF,226,1,1
16529,0,udp,domain_u,SF,44,1,1
16532,0,udp,domain_u,SF,45,1,1
16534,0,tcp,http,SF,210,1,1
16535,0,tcp,http,SF,307,1,1
16537,0,tcp,http,SF,213,1,1
16538,0,tcp,smtp,SF,848,1,1
16539,0,tcp,ftp_data,SF,567,1,1
16542,0,tcp,http,SF,356,1,1
16543,0,tcp,http,SF,517,1,1
16545,1,tcp,smtp,SF,2061,1,1
16547,0,udp,domain_u,SF,46,1,1
16549,0,tcp,http,SF,219,1,1
16550,0,tcp,ftp_data,SF,59,1,1
16551,0,tcp,auth,SF,10,1,1
16552,0,tcp,http,SF,191,1,1
16555,0,tcp,http,SF,191,1,1
16556,0,tcp,http,SF,313,1,1
16559,0,tcp,http,SF,312,1,1
16560,151,tcp,http,SF,252,1,1
16561,9,tcp,smtp,SF,1044,1,1
16562,0,tcp,http,SF,203,1,1
16563,0,udp,domain_u,SF,43,1,1
16567,0,tcp,http,SF,272,1,1
16568,0,udp,domain_u,SF,33,1,1
16570,0,tcp,ftp_data,SF,19,1,1
16574,0,tcp,http,SF,220,1,1
16575,0,tcp,http,SF,205,1,1
16576,0,icmp,urp_i,SF,182,1,1
16577,0,tcp,http,SF,212,1,1
16579,0,tcp,http,SF,295,1,1
16580,0,tcp,http,SF,364,1,1
16581,0,tcp,http,SF,288,1,1
16582,0,tcp,http,SF,295,1,1
16584,0,icmp,ecr_i,SF,30,1,1
16586,0,tcp,finger,SF,10,1,1
16588,0,tcp,http,SF,225,1,1
16591,32,tcp,ftp,SF,1502,1,1
16593,0,tcp,ftp_data,SF,879,1,1
16594,0,tcp,http,SF,340,1,1
16598,0,tcp,http,SF,309,1,1
16601,0,tcp,http,SF,219,1,1
16602,0,udp,domain_u,SF,43,1,1
16605,0,tcp,http,SF,381,1,1
16608,12,udp,domain_u,SF,42,1,1
16609,0,tcp,http,SF,212,1,1
16611,0,udp,domain_u,SF,45,1,1
16614,0,tcp,http,SF,242,1,1
16616,0,tcp,ftp_data,SF,175337,1,1
16618,0,udp,domain_u,SF,45,1,1
16619,0,tcp,http,SF,190,1,1
16620,0,tcp,http,SF,225,1,1
16621,2,tcp,smtp,SF,1333,1,1
16622,0,udp,domain_u,SF,43,1,1
16623,0,tcp,ftp_data,SF,252,1,1
16624,0,tcp,http,SF,344,1,1
16625,0,udp,domain_u,SF,44,1,1
16627,0,tcp,smtp,SF,1445,1,1
16628,0,tcp,http,SF,357,1,1
16629,0,tcp,http,SF,224,1,1
16633,0,tcp,http,SF,217,1,1
16639,0,udp,private,SF,105,1,1
16640,0,tcp,http,SF,225,1,1
16642,0,tcp,http,SF,278,1,1
16646,0,tcp,http,SF,247,1,1
16647,0,udp,domain_u,SF,44,1,1
16648,0,udp,domain_u,SF,44,1,1
16649,0,udp,other,SF,147,1,1
16651,0,tcp,http,REJ,0,1,1
16652,0,tcp,smtp,SF,1046,1,1
16654,0,tcp,http,SF,220,1,1
16655,0,tcp,http,SF,224,1,1
16656,0,tcp,smtp,SF,564,1,1
16657,0,tcp,http,SF,252,1,1
16658,1,tcp,smtp,SF,1796,1,1
16665,2,tcp,time,SF,0,1,1
16669,0,tcp,http,SF,311,1,1
16672,0,tcp,http,REJ,0,1,1
16673,0,tcp,http,SF,305,1,1
16674,0,tcp,smtp,SF,3394,1,1
16675,0,tcp,http,SF,248,1,1
16677,38,tcp,smtp,SF,1344,1,1
16679,0,tcp,ftp_data,SF,1363,1,1
16683,0,tcp,http,SF,217,1,1
16687,0,tcp,http,SF,413,1,1
16689,0,tcp,http,SF,243,1,1
16690,0,udp,domain_u,SF,45,1,1
16692,0,tcp,ftp_data,SF,175337,1,1
16694,0,tcp,smtp,SF,754,1,1
16695,0,tcp,http,SF,208,1,1
16701,0,tcp,ftp_data,SF,15377,1,1
16702,0,tcp,http,SF,275,1,1
16703,13805,udp,other,SF,147,1,1
16704,0,tcp,http,SF,215,1,1
16705,0,tcp,smtp,SF,792,1,1
16707,0,tcp,http,SF,308,1,1
16708,0,tcp,http,SF,343,1,1
16709,5,udp,domain_u,SF,95,1,1
16710,0,tcp,http,SF,222,1,1
16713,0,tcp,smtp,SF,1239,1,1
16714,0,tcp,http,SF,357,1,1
16716,0,tcp,http,SF,219,1,1
16717,0,tcp,http,SF,239,1,1
16719,0,icmp,urp_i,SF,78,1,1
16721,0,tcp,http,SF,371,1,1
16722,0,udp,domain_u,SF,46,1,1
16723,0,udp,other,SF,516,1,1
16724,1,tcp,smtp,SF,1340,1,1
16725,0,tcp,http,SF,256,1,1
16726,826,udp,other,SF,146,1,1
16732,0,tcp,smtp,SF,985,1,1
16735,0,tcp,http,SF,217,1,1
16736,0,udp,domain_u,SF,44,1,1
16738,0,tcp,http,SF,200,1,1
16739,0,tcp,http,REJ,0,1,1
16740,0,tcp,http,SF,347,1,1
16746,0,tcp,http,SF,262,1,1
16747,0,tcp,http,RSTO,0,1,1
16749,0,udp,domain_u,SF,46,1,1
16750,0,tcp,http,SF,165,1,1
16751,0,udp,domain_u,SF,45,1,1
16753,0,tcp,http,SF,227,1,1
16755,0,tcp,ftp_data,SF,567,1,1
16756,0,tcp,http,REJ,0,1,1
16757,0,udp,domain_u,SF,44,1,1
16758,0,tcp,http,SF,195,1,1
16760,0,tcp,http,SF,218,1,1
16761,0,udp,private,SF,105,1,1
16762,0,tcp,http,SF,194,1,1
16763,0,tcp,finger,SF,5,1,1
16768,0,tcp,http,SF,459,1,1
16769,0,tcp,http,SF,308,1,1
16770,0,udp,domain_u,SF,45,1,1
16773,0,tcp,http,SF,326,1,1
16775,0,tcp,http,REJ,0,1,1
16777,0,udp,domain_u,SF,42,1,1
16778,0,tcp,http,SF,325,1,1
16779,0,tcp,http,SF,204,1,1
16784,0,udp,domain_u,SF,45,1,1
16787,0,tcp,http,SF,237,1,1
16788,0,tcp,http,SF,193,1,1
16793,0,tcp,http,SF,225,1,1
16794,0,tcp,http,SF,235,1,1
16795,0,tcp,http,SF,289,1,1
16796,0,tcp,ftp_data,SF,641,1,1
16797,0,tcp,http,SF,211,1,1
16799,0,tcp,http,SF,244,1,1
16801,0,tcp,ftp_data,SF,37,1,1
16802,0,tcp,http,REJ,0,1,1
16807,0,tcp,ftp_data,SF,0,1,1
16810,1,tcp,time,SF,0,1,1
16812,0,tcp,http,SF,295,1,1
16813,2,tcp,ftp_data,SF,2194619,1,1
16814,0,udp,domain_u,SF,43,1,1
16817,0,tcp,http,SF,206,1,1
16818,0,tcp,http,SF,338,1,1
16820,0,tcp,http,SF,265,1,1
16828,0,tcp,http,SF,204,1,1
16830,1,tcp,smtp,SF,1430,1,1
16832,0,tcp,smtp,SF,2168,1,1
16833,0,tcp,ftp_data,SF,5891,1,1
16834,0,tcp,ftp_data,SF,194,1,1
16835,0,tcp,ftp_data,SF,12165,1,1
16836,1,tcp,smtp,SF,1442,1,1
16838,0,udp,domain_u,SF,44,1,1
16839,0,udp,domain_u,SF,44,1,1
16841,0,tcp,http,SF,283,1,1
16842,0,udp,domain_u,SF,43,1,1
16844,9,udp,private,SF,105,1,1
16845,0,tcp,http,S0,0,1,1
16848,8,tcp,finger,SF,7,1,1
16849,4298,udp,other,SF,147,1,1
16850,0,tcp,http,SF,312,1,1
16851,0,tcp,http,SF,224,1,1
16852,0,tcp,ftp_data,SF,960,1,1
16853,0,tcp,http,RSTO,0,1,1
16854,10395,tcp,IRC,RSTR,2335,1,1
16855,1,tcp,smtp,SF,1175,1,1
16856,0,tcp,ftp_data,SF,7162,1,1
16858,0,udp,domain_u,SF,46,1,1
16859,0,tcp,ftp_data,SF,11,1,1
16861,0,tcp,http,SF,224,1,1
16862,0,tcp,http,SF,216,1,1
16866,0,tcp,http,REJ,0,1,1
16867,0,udp,domain_u,SF,45,1,1
16868,0,tcp,http,SF,210,1,1
16873,0,tcp,http,SF,214,1,1
16874,0,icmp,urp_i,SF,78,1,1
16875,0,tcp,http,SF,314,1,1
16876,0,tcp,http,SF,371,1,1
16877,0,tcp,http,SF,330,1,1
16878,0,tcp,http,SF,281,1,1
16881,19,udp,private,SF,105,1,1
16883,0,tcp,http,SF,254,1,1
16884,0,tcp,smtp,SF,826,1,1
16885,0,tcp,http,SF,356,1,1
16887,0,udp,private,SF,105,1,1
16889,0,tcp,smtp,SF,1286,1,1
16894,0,tcp,http,SF,211,1,1
16895,0,tcp,ftp_data,SF,245,1,1
16896,0,tcp,http,SF,313,1,1
16897,0,tcp,ftp_data,SF,259,1,1
16899,0,tcp,http,SF,227,1,1
16901,0,tcp,smtp,SF,2571,1,1
16906,0,udp,domain_u,SF,45,1,1
16907,0,tcp,http,SF,241,1,1
16909,0,tcp,http,SF,287,1,1
16913,0,tcp,http,SF,264,1,1
16914,0,tcp,http,SF,209,1,1
16915,0,tcp,http,SF,288,1,1
16917,0,tcp,http,SF,183,1,1
16920,0,tcp,http,SF,232,1,1
16924,0,tcp,http,SF,275,1,1
16928,0,tcp,http,SF,278,1,1
16929,0,udp,domain_u,SF,45,1,1
16931,0,tcp,http,SF,342,1,1
16932,0,tcp,http,SF,232,1,1
16933,0,tcp,http,SF,238,1,1
16934,0,tcp,http,SF,311,1,1
16935,0,tcp,http,SF,207,1,1
16937,0,tcp,smtp,SF,930,1,1
16939,5,tcp,smtp,SF,797,1,1
16941,0,tcp,ftp_data,SF,37,1,1
16942,0,tcp,http,SF,313,1,1
16946,0,icmp,ecr_i,SF,64,1,1
16950,0,tcp,ftp_data,SF,245,1,1
16952,0,tcp,http,SF,258,1,1
16953,0,tcp,http,SF,234,1,1
16954,0,tcp,http,SF,211,1,1
16957,0,tcp,ftp_data,SF,74,1,1
16958,0,tcp,http,SF,325,1,1
16961,0,tcp,http,SF,305,1,1
16962,0,tcp,http,REJ,0,1,1
16963,0,tcp,http,SF,347,1,1
16967,0,tcp,ftp_data,SF,5891,1,1
16968,0,tcp,ftp_data,SF,12,1,1
16970,0,tcp,http,REJ,0,1,1
16971,30,tcp,telnet,SF,205,1,1
16973,0,tcp,http,SF,214,1,1
16974,2712,udp,other,SF,147,1,1
16977,2,tcp,ftp_data,S3,2194620,1,1
16978,0,tcp,http,SF,291,1,1
16979,0,tcp,http,SF,212,1,1
16982,0,tcp,http,SF,205,1,1
16983,0,tcp,ftp_data,SF,201,1,1
16985,0,tcp,http,REJ,0,1,1
16986,0,tcp,http,SF,198,1,1
16988,0,tcp,http,SF,288,1,1
16989,0,udp,private,SF,105,1,1
16991,0,tcp,http,SF,322,1,1
16992,3,tcp,smtp,SF,1339,1,1
16993,0,tcp,http,SF,224,1,1
16995,0,tcp,http,REJ,0,1,1
16997,0,tcp,http,SF,238,1,1
16999,0,tcp,http,SF,213,1,1
17000,0,tcp,http,SF,309,1,1
17001,0,tcp,http,SF,234,1,1
17003,0,tcp,http,SF,363,1,1
17004,0,udp,domain_u,SF,33,1,1
17006,6,tcp,telnet,SF,68,1,1
17007,0,tcp,ftp_data,SF,7940,1,1
17008,10059,tcp,telnet,SF,87,1,1
17011,2,tcp,finger,SF,6,1,1
17013,0,udp,domain_u,SF,42,1,1
17017,0,tcp,http,SF,246,1,1
17019,0,tcp,ftp_data,SF,2890,1,1
17020,0,tcp,http,SF,375,1,1
17024,2,tcp,ftp_data,SF,2194619,1,1
17026,0,tcp,http,SF,324,1,1
17030,0,udp,domain_u,SF,43,1,1
17031,0,tcp,smtp,SF,770,1,1
17032,0,tcp,http,SF,196,1,1
17034,500,udp,other,SF,147,1,1
17036,1530,udp,other,SF,145,1,1
17037,0,tcp,ftp_data,SF,12324,1,1
17040,0,tcp,http,SF,226,1,1
17043,0,tcp,http,SF,315,1,1
17044,0,udp,domain_u,SF,40,1,1
17045,0,udp,domain_u,SF,44,1,1
17046,15,tcp,smtp,SF,1376,1,1
17052,0,tcp,http,SF,248,1,1
17054,0,tcp,http,SF,249,1,1
17056,0,tcp,ftp_data,SF,9311,1,1
17058,0,tcp,http,SF,228,1,1
17059,0,tcp,http,SF,253,1,1
17063,0,udp,domain_u,SF,46,1,1
17066,0,tcp,http,SF,300,1,1
17068,0,tcp,http,SF,316,1,1
17069,0,udp,domain_u,SF,35,1,1
17070,0,tcp,http,SF,224,1,1
17072,0,tcp,ftp_data,SF,4539,1,1
17077,0,tcp,ftp_data,SF,4753,1,1
17078,2,tcp,smtp,SF,3450,1,1
17081,0,tcp,smtp,SF,895,1,1
17082,0,tcp,http,SF,229,1,1
17085,5385,udp,other,SF,147,1,1
17087,0,tcp,http,REJ,0,1,1
17088,0,tcp,ftp_data,SF,6932,1,1
17089,0,udp,domain_u,SF,35,1,1
17090,0,tcp,http,SF,278,1,1
17092,0,tcp,http,SF,245,1,1
17093,0,tcp,ftp_data,SF,501760,1,1
17097,0,tcp,http,SF,415,1,1
17098,0,tcp,http,SF,219,1,1
17099,1,tcp,ftp_data,SF,501760,1,1
17100,0,tcp,smtp,SF,977,1,1
17103,0,tcp,http,SF,212,1,1
17105,0,tcp,http,SF,370,1,1
17107,0,tcp,http,SF,309,1,1
17108,0,udp,domain_u,SF,44,1,1
17109,0,tcp,smtp,SF,1111,1,1
17110,0,tcp,smtp,SF,1556,1,1
17111,0,tcp,smtp,SF,652,1,1
17113,0,tcp,http,SF,196,1,1
17114,0,udp,domain_u,SF,45,1,1
17117,0,tcp,http,SF,335,1,1
17119,0,tcp,http,SF,225,1,1
17120,0,udp,domain_u,SF,46,1,1
17121,0,tcp,smtp,SF,680,1,1
17125,0,tcp,smtp,SF,556,1,1
17129,0,udp,domain_u,SF,42,1,1
17130,0,tcp,http,SF,306,1,1
17131,0,udp,domain_u,SF,29,1,1
17132,0,tcp,http,SF,266,1,1
17133,0,tcp,http,SF,275,1,1
17134,0,tcp,http,S0,0,1,1
17135,0,tcp,smtp,SF,1504,1,1
17136,0,tcp,http,SF,197,1,1
17139,0,tcp,time,SF,0,1,1
17140,0,tcp,http,SF,300,1,1
17142,0,tcp,smtp,SF,761,1,1
17143,0,tcp,ftp_data,SF,748,1,1
17144,0,tcp,http,SF,213,1,1
17145,0,udp,other,SF,113,1,1
17146,2,tcp,http,SF,192,1,1
17148,0,tcp,http,SF,224,1,1
17149,0,udp,domain_u,SF,46,1,1
17151,0,tcp,pop_3,SF,35,1,1
17152,0,tcp,http,SF,331,1,1
17153,0,tcp,http,SF,235,1,1
17154,0,tcp,ftp_data,SF,194,1,1
17155,2,tcp,ftp_data,SF,2194619,1,1
17156,0,tcp,http,SF,380,1,1
17157,0,tcp,http,SF,306,1,1
17158,0,udp,domain_u,SF,42,1,1
17161,0,tcp,http,SF,287,1,1
17162,0,tcp,http,SF,223,1,1
17163,0,udp,domain_u,SF,43,1,1
17166,0,tcp,http,SF,193,1,1
17167,0,tcp,http,REJ,0,1,1
17168,0,tcp,http,SF,232,1,1
17169,0,tcp,smtp,SF,2645,1,1
17172,0,tcp,http,SF,270,1,1
17174,0,tcp,http,SF,209,1,1
17175,0,tcp,http,SF,239,1,1
17176,0,udp,domain_u,SF,45,1,1
17177,39,tcp,ftp,SF,334,1,1
17178,3296,udp,other,SF,146,1,1
17180,0,tcp,http,SF,333,1,1
17181,0,tcp,http,SF,199,1,1
17182,0,tcp,http,SF,224,1,1
17184,0,tcp,http,SF,223,1,1
17185,0,tcp,ftp_data,SF,965,1,1
17188,0,tcp,ftp_data,SF,748,1,1
17194,0,tcp,smtp,SF,761,1,1
17196,0,tcp,http,SF,293,1,1
17197,0,tcp,http,SF,208,1,1
17199,0,tcp,http,SF,348,1,1
17200,0,udp,domain_u,SF,37,1,1
17201,0,tcp,http,SF,269,1,1
17203,0,tcp,http,SF,327,1,1
17206,0,tcp,http,REJ,0,1,1
17207,0,udp,domain_u,SF,44,1,1
17210,0,tcp,http,REJ,0,1,1
17211,0,icmp,eco_i,SF,30,1,1
17213,0,udp,private,SF,105,1,1
