id,duration,protocol_type,service,flag,src_bytes,class
41618,0,udp,domain_u,SF,41,normal
41619,0,udp,other,SF,113,normal
41620,0,tcp,http,SF,242,normal
41621,0,tcp,http,SF,289,normal
41627,0,udp,domain_u,SF,78,normal
41629,0,tcp,http,SF,217,normal
41636,0,tcp,http,SF,325,normal
41637,0,tcp,http,SF,302,normal
41639,0,tcp,ftp_data,S1,2192552,normal
41640,1380,udp,other,SF,145,normal
41643,0,tcp,http,SF,209,normal
41644,0,tcp,http,SF,229,normal
41645,0,tcp,ftp_data,SF,3834,normal
41646,0,tcp,http,SF,319,normal
41647,0,tcp,http,SF,302,normal
41648,0,tcp,http,SF,229,normal
41649,44,tcp,smtp,SF,904,normal
41651,139,tcp,http,SF,364,normal
41654,0,tcp,http,SF,323,normal
41655,0,tcp,http,SF,222,normal
41656,0,icmp,eco_i,SF,30,normal
41657,0,tcp,http,SF,202,normal
41658,0,tcp,http,SF,254,normal
41660,0,tcp,ftp_data,SF,1199,normal
41662,0,tcp,http,SF,284,normal
41663,0,icmp,eco_i,SF,30,normal
41665,0,udp,domain_u,SF,44,normal
41666,0,tcp,http,SF,319,normal
41668,0,tcp,http,SF,224,normal
41669,0,tcp,http,SF,195,normal
41670,2627,udp,other,SF,147,normal
41671,0,tcp,http,SF,192,normal
41673,0,tcp,http,SF,320,normal
41675,0,udp,domain_u,SF,45,normal
41678,0,tcp,http,SF,278,normal
41679,0,udp,domain_u,SF,46,normal
41680,0,tcp,http,SF,211,normal
41681,0,udp,domain_u,SF,29,normal
41682,0,tcp,http,SF,340,normal
41685,0,tcp,ftp_data,SF,40494,normal
41688,0,tcp,http,SF,238,normal
41689,0,tcp,smtp,SF,1654,normal
41690,16,tcp,smtp,SF,745,normal
41696,0,tcp,http,REJ,0,normal
41698,3109,udp,other,SF,146,normal
41701,0,tcp,http,SF,234,normal
41702,0,tcp,http,SF,235,normal
41703,0,tcp,http,SF,310,normal
41704,0,tcp,http,SF,148,normal
41706,0,tcp,ftp_data,SF,2881,normal
41707,0,tcp,ftp_data,SF,5336,normal
41708,0,tcp,ftp_data,SF,88382,normal
41709,0,tcp,http,SF,235,normal
41710,1,tcp,smtp,SF,1442,normal
41711,8654,tcp,IRC,RSTR,1033,normal
41714,0,tcp,smtp,SF,1064,normal
41716,0,tcp,http,SF,256,normal
41718,0,udp,domain_u,SF,45,normal
41724,0,tcp,http,SF,318,normal
41725,0,tcp,ftp_data,S3,40495,normal
41728,0,tcp,ftp_data,SF,1690,normal
41729,0,tcp,ftp_data,SF,740,normal
41731,10339,udp,other,SF,146,normal
41732,0,tcp,http,SF,230,normal
41733,0,tcp,http,SF,262,normal
41734,0,tcp,http,SF,317,normal
41735,0,tcp,http,SF,192,normal
41736,0,tcp,http,SF,292,normal
41738,1,tcp,smtp,SF,1739,normal
41739,0,tcp,auth,SF,10,normal
41740,27,tcp,ftp,SF,953,normal
41741,0,tcp,http,SF,332,normal
41747,0,tcp,http,SF,277,normal
41748,0,tcp,ftp_data,SF,965,normal
41751,15,udp,domain_u,SF,42,normal
41752,0,tcp,ftp_data,SF,35195,normal
41753,0,udp,domain_u,SF,44,normal
41754,0,icmp,eco_i,SF,30,normal
41756,0,tcp,http,SF,285,normal
41757,0,tcp,http,SF,323,normal
41760,0,tcp,http,SF,210,normal
41763,0,tcp,http,SF,210,normal
41764,0,tcp,http,SF,247,normal
41765,0,tcp,smtp,SF,886,normal
41766,0,tcp,smtp,SF,1172,normal
41769,0,tcp,smtp,SF,1572,normal
41770,0,tcp,http,SF,192,normal
41771,1,tcp,smtp,SF,895,normal
41772,0,tcp,http,SF,213,normal
41774,0,tcp,http,SF,201,normal
41775,0,tcp,http,SF,254,normal
41776,0,tcp,http,SF,220,normal
41778,0,tcp,http,SF,338,normal
41782,471,udp,other,SF,147,normal
41784,0,tcp,http,SF,278,normal
41787,0,tcp,http,SF,204,normal
41791,11,tcp,telnet,SF,105,normal
41792,0,tcp,smtp,SF,6071,normal
41797,0,tcp,http,SF,302,normal
41799,0,tcp,ftp_data,SF,190,normal
41803,0,tcp,http,SF,317,normal
41804,0,tcp,http,SF,248,normal
41810,0,tcp,ftp_data,SF,15722,normal
41812,0,tcp,http,SF,358,normal
41816,0,tcp,http,SF,275,normal
41817,0,tcp,http,SF,244,normal
41818,0,tcp,http,SF,224,normal
41821,0,tcp,http,SF,220,normal
41822,0,tcp,finger,SF,9,normal
41823,0,udp,domain_u,SF,45,normal
41824,0,tcp,http,SF,299,normal
41826,0,udp,domain_u,SF,45,normal
41827,0,tcp,http,REJ,0,normal
41831,0,tcp,http,SF,220,normal
41833,0,tcp,http,SF,199,normal
41834,0,tcp,http,SF,295,normal
41835,0,tcp,http,SF,412,normal
41836,0,icmp,urp_i,SF,183,normal
41837,0,tcp,http,SF,338,normal
41840,0,tcp,http,SF,208,normal
41842,0,udp,domain_u,SF,45,normal
41843,0,tcp,smtp,SF,980,normal
41844,0,tcp,http,SF,212,normal
41845,0,tcp,http,SF,204,normal
41850,0,tcp,http,SF,354,normal
41856,0,udp,other,SF,516,normal
41857,0,udp,domain_u,SF,45,normal
41858,12995,tcp,telnet,SF,99,normal
41860,0,tcp,http,SF,240,normal
41863,0,tcp,ftp_data,SF,4892,normal
41864,0,tcp,http,SF,298,normal
41867,466,tcp,telnet,SF,514,normal
41871,0,tcp,http,SF,309,normal
41874,0,tcp,http,SF,306,normal
41875,0,tcp,http,SF,236,normal
41876,0,tcp,http,S1,205,normal
41878,0,tcp,smtp,SF,906,normal
41879,0,tcp,http,SF,326,normal
41883,0,tcp,http,SF,195,normal
41889,0,tcp,http,SF,340,normal
41892,11256,tcp,telnet,SF,489,normal
41895,0,tcp,http,SF,316,normal
41897,0,udp,other,SF,145,normal
41899,1,tcp,smtp,SF,1675,normal
41903,0,tcp,ftp_data,SF,1556,normal
41905,0,tcp,http,SF,295,normal
41906,0,tcp,http,SF,244,normal
41907,0,tcp,http,SF,246,normal
41908,0,tcp,http,SF,288,normal
41912,0,udp,private,SF,105,normal
41914,0,tcp,http,SF,350,normal
41917,1,tcp,smtp,SF,3588,normal
41918,0,tcp,http,SF,303,normal
41919,0,udp,domain_u,SF,45,normal
41924,0,udp,domain_u,SF,41,normal
41927,0,tcp,http,SF,323,normal
41928,0,tcp,other,SF,3909,normal
41929,0,tcp,http,SF,254,normal
41930,0,tcp,smtp,S0,0,normal
41932,0,tcp,http,SF,212,normal
41933,0,tcp,ftp_data,SF,7233,normal
41934,0,icmp,eco_i,SF,30,normal
41935,0,tcp,http,REJ,0,normal
41936,0,tcp,http,SF,254,normal
41937,0,udp,domain_u,SF,45,normal
41940,0,tcp,http,REJ,0,normal
41941,0,udp,domain_u,SF,44,normal
41943,0,udp,domain_u,SF,44,normal
41944,0,tcp,http,SF,220,normal
41946,0,udp,domain_u,SF,45,normal
41951,0,tcp,http,SF,234,normal
41953,0,udp,domain_u,SF,44,normal
41955,0,tcp,http,SF,290,normal
41956,0,tcp,http,SF,235,normal
41960,4,tcp,smtp,SF,838,normal
41962,0,tcp,http,SF,209,normal
41963,0,tcp,http,SF,229,normal
41971,0,tcp,http,REJ,0,normal
41972,0,udp,domain_u,SF,46,normal
41973,0,tcp,http,SF,224,normal
41974,338,tcp,http,SF,330,normal
41977,0,udp,domain_u,SF,45,normal
41978,0,tcp,http,SF,286,normal
41979,0,udp,domain_u,SF,43,normal
41980,0,tcp,ftp_data,SF,209,normal
41982,0,tcp,http,SF,318,normal
41988,0,tcp,ftp_data,SF,10272,normal
41989,0,tcp,http,SF,345,normal
41991,0,udp,domain_u,SF,44,normal
41996,0,tcp,ftp_data,SF,8737,normal
41997,0,udp,domain_u,SF,45,normal
41998,0,tcp,http,SF,233,normal
42002,0,udp,domain_u,SF,44,normal
42003,0,tcp,http,SF,289,normal
42004,0,udp,domain_u,SF,43,normal
42006,0,tcp,http,SF,221,normal
42009,0,tcp,http,SF,218,normal
42010,0,tcp,http,SF,252,normal
42011,0,tcp,http,SF,217,normal
42014,4443,udp,other,SF,146,normal
42016,0,udp,domain_u,SF,42,normal
42021,0,tcp,http,SF,217,normal
42022,0,tcp,http,SF,229,normal
42024,1,tcp,smtp,SF,889,normal
42025,0,tcp,http,SF,315,normal
42027,0,tcp,http,SF,327,normal
42028,0,tcp,http,SF,208,normal
42029,0,tcp,smtp,SF,1369,normal
42030,0,tcp,http,SF,163,normal
42031,0,tcp,http,SF,233,normal
42032,3,tcp,smtp,SF,2026,normal
42034,0,tcp,http,SF,319,normal
42037,0,tcp,http,SF,250,normal
42038,37,tcp,smtp,SF,605,normal
42041,27,tcp,ftp,SF,872,normal
42045,0,tcp,http,SF,223,normal
42046,0,tcp,http,SF,275,normal
42049,0,tcp,http,SF,203,normal
42050,0,tcp,http,SF,225,normal
42052,0,tcp,http,SF,217,normal
42055,4299,udp,other,SF,146,normal
42057,0,tcp,http,SF,239,normal
42058,0,tcp,smtp,SF,1596,normal
42062,0,tcp,http,SF,338,normal
42063,0,tcp,http,SF,163,normal
42066,0,tcp,http,SF,221,normal
42069,0,udp,domain_u,SF,44,normal
42070,0,tcp,http,SF,212,normal
42072,0,tcp,smtp,SF,1075,normal
42074,0,tcp,http,SF,303,normal
42077,0,udp,domain_u,SF,44,normal
42080,0,tcp,http,SF,228,normal
42082,0,tcp,http,SF,312,normal
42084,24,tcp,ftp,SF,344,normal
42085,0,tcp,http,SF,228,normal
42090,0,tcp,http,SF,230,normal
42092,6,tcp,smtp,SF,1138,normal
42094,0,tcp,http,SF,273,normal
42096,0,tcp,http,REJ,0,normal
42098,0,tcp,http,SF,272,normal
42101,0,tcp,ftp_data,SF,607,normal
42102,0,tcp,http,SF,357,normal
42104,0,tcp,http,SF,224,normal
42105,0,tcp,http,SF,371,normal
42106,0,udp,domain_u,SF,44,normal
42110,0,tcp,ftp_data,SF,383,normal
42111,0,icmp,ecr_i,SF,64,normal
42114,4,tcp,smtp,SF,824,normal
42115,0,tcp,http,SF,192,normal
42117,0,tcp,http,SF,320,normal
42120,510,udp,other,SF,145,normal
42121,0,tcp,ftp_data,SF,26,normal
42122,0,tcp,http,SF,282,normal
42127,0,tcp,smtp,SF,1114,normal
42128,0,udp,domain_u,SF,42,normal
42129,0,udp,domain_u,SF,45,normal
42130,0,tcp,http,SF,317,normal
42132,0,udp,other,SF,147,normal
42133,0,tcp,ftp_data,SF,245,normal
42134,0,tcp,smtp,SF,919,normal
42135,5,tcp,http,REJ,0,normal
42136,0,tcp,http,SF,217,normal
42137,0,udp,private,SF,105,normal
42138,0,tcp,smtp,SF,1294,normal
42140,0,tcp,http,SF,354,normal
42146,0,tcp,http,SF,296,normal
42147,0,tcp,http,SF,215,normal
42150,0,udp,domain_u,SF,44,normal
42152,0,udp,domain_u,SF,46,normal
42155,0,tcp,http,SF,247,normal
42157,3735,udp,other,SF,146,normal
42161,0,udp,domain_u,SF,44,normal
42162,466,udp,other,SF,147,normal
42164,2620,udp,other,SF,146,normal
42167,0,tcp,smtp,SF,1145,normal
42168,0,tcp,http,SF,216,normal
42169,0,tcp,http,SF,315,normal
42170,0,tcp,http,SF,246,normal
42171,0,tcp,http,SF,213,normal
42174,0,tcp,http,SF,356,normal
42175,0,udp,domain_u,SF,44,normal
42178,0,tcp,http,SF,228,normal
42179,0,tcp,smtp,SF,797,normal
42181,0,udp,domain_u,SF,46,normal
42184,0,tcp,http,SF,236,normal
42186,2,udp,private,SF,105,normal
42188,0,tcp,smtp,SF,1799,normal
42190,0,tcp,http,SF,308,normal
42192,0,tcp,ftp_data,S1,13239,normal
42194,0,tcp,http,SF,219,normal
42195,0,udp,domain_u,SF,45,normal
42196,0,tcp,ftp_data,SF,15377,normal
42197,0,tcp,ftp_data,SF,59,normal
42199,0,tcp,http,SF,179,normal
42201,0,tcp,ftp_data,SF,37,normal
42204,0,tcp,http,SF,224,normal
42206,0,tcp,http,SF,320,normal
42210,0,tcp,http,SF,200,normal
42211,0,tcp,http,SF,331,normal
42212,0,tcp,http,SF,161,normal
42214,0,tcp,ftp_data,SF,1692,normal
42216,0,tcp,http,REJ,0,normal
42217,0,tcp,smtp,SF,1350,normal
42219,0,tcp,http,SF,323,normal
42222,0,tcp,http,SF,224,normal
42223,16125,tcp,telnet,SF,882,normal
42227,2630,udp,other,SF,147,normal
42229,0,tcp,http,SF,176,normal
42230,0,tcp,http,SF,215,normal
42234,0,tcp,http,SF,361,normal
42239,0,tcp,ftp_data,SF,383,normal
42241,0,udp,private,SF,105,normal
42242,0,tcp,http,SF,180,normal
42243,1,tcp,smtp,SF,3115,normal
42245,0,tcp,http,SF,295,normal
42247,0,tcp,http,REJ,0,normal
42250,7,tcp,smtp,SF,12217,normal
42251,0,tcp,ftp_data,SF,383,normal
42252,0,udp,domain_u,SF,46,normal
42253,0,udp,domain_u,SF,44,normal
42254,0,tcp,http,SF,251,normal
42257,1,tcp,smtp,SF,1763,normal
42260,0,udp,domain_u,SF,44,normal
42261,0,tcp,http,SF,219,normal
42262,11,tcp,http,SF,180,normal
42263,0,tcp,http,SF,283,normal
42266,0,tcp,http,SF,216,normal
42267,0,tcp,http,SF,191,normal
42270,0,tcp,smtp,SF,759,normal
42277,3,udp,private,SF,105,normal
42280,0,tcp,http,SF,208,normal
42282,0,udp,domain_u,SF,46,normal
42283,0,tcp,http,SF,167,normal
42287,0,tcp,http,SF,147,normal
42289,0,tcp,http,SF,210,normal
42290,0,tcp,http,SF,209,normal
42291,0,tcp,http,SF,266,normal
42293,0,udp,domain_u,SF,44,normal
42295,0,tcp,http,SF,278,normal
42296,0,tcp,http,SF,234,normal
42299,0,tcp,http,SF,260,normal
42300,0,tcp,http,SF,337,normal
42301,0,tcp,http,SF,164,normal
42302,0,tcp,http,SF,229,normal
42305,0,tcp,http,SF,233,normal
42306,0,tcp,ftp_data,SF,748,normal
42308,0,tcp,http,SF,225,normal
42314,0,tcp,http,SF,232,normal
42316,0,udp,domain_u,SF,44,normal
42321,0,tcp,http,SF,298,normal
42322,2,udp,domain_u,SF,42,normal
42323,0,tcp,ftp_data,SF,2890,normal
42325,0,tcp,domain,SF,48,normal
42327,0,udp,domain_u,SF,42,normal
42329,0,tcp,http,SF,289,normal
42330,0,tcp,http,REJ,0,normal
42331,0,tcp,http,SF,280,normal
42332,0,udp,domain_u,SF,45,normal
42333,0,udp,other,SF,516,normal
42334,0,tcp,http,SF,244,normal
42335,0,tcp,http,SF,290,normal
42336,0,udp,domain_u,SF,42,normal
42337,0,tcp,http,SF,216,normal
42339,0,udp,domain_u,SF,31,normal
42340,0,tcp,http,SF,320,normal
42344,0,tcp,http,REJ,0,normal
42347,0,tcp,http,SF,202,normal
42350,0,tcp,http,SF,268,normal
42352,6,tcp,smtp,SF,1036,normal
42354,0,tcp,http,SF,332,normal
42360,0,tcp,http,SF,237,normal
42361,0,tcp,http,SF,201,normal
42362,1,udp,private,SF,105,normal
42363,0,tcp,http,SF,299,normal
42364,0,tcp,http,SF,298,normal
42365,0,tcp,http,SF,207,normal
42368,0,tcp,http,REJ,0,normal
42371,0,tcp,http,SF,217,normal
42373,0,tcp,http,SF,218,normal
42374,0,tcp,http,SF,194,normal
42375,0,tcp,http,SF,215,normal
42377,0,tcp,http,SF,313,normal
42380,0,tcp,http,SF,182,normal
42382,0,tcp,http,SF,326,normal
42383,2,tcp,ftp_data,SF,2194619,normal
42386,1473,udp,other,SF,147,normal
42387,0,tcp,ftp_data,SF,9178,normal
42390,9,tcp,smtp,SF,1460,normal
42393,0,tcp,http,SF,240,normal
42396,0,udp,domain_u,SF,43,normal
42399,0,udp,domain_u,SF,45,normal
42402,2131,udp,other,SF,147,normal
42407,0,tcp,http,SF,202,normal
42408,0,udp,ntp_u,SF,48,normal
42409,0,udp,domain_u,SF,44,normal
42411,0,tcp,ftp_data,SF,8325,normal
42413,0,udp,domain_u,SF,44,normal
42414,0,udp,domain_u,SF,44,normal
42415,0,tcp,http,SF,226,normal
42417,0,tcp,http,SF,289,normal
42419,0,udp,domain_u,SF,45,normal
42420,0,tcp,http,SF,219,normal
42422,0,tcp,http,REJ,0,normal
42424,0,udp,domain_u,SF,46,normal
42427,0,tcp,http,SF,234,normal
42428,0,tcp,http,SF,368,normal
42429,0,udp,domain_u,SF,44,normal
42430,0,tcp,http,SF,297,normal
42432,0,tcp,http,SF,353,normal
42435,0,tcp,http,SF,452,normal
42437,3159,udp,other,SF,147,normal
42440,0,tcp,http,SF,294,normal
42441,0,tcp,http,SF,300,normal
42442,46,tcp,telnet,SF,989,normal
42444,0,tcp,http,REJ,0,normal
42446,0,tcp,http,REJ,0,normal
42447,0,tcp,http,SF,247,normal
42449,3,tcp,smtp,SF,2092,normal
42452,0,tcp,http,SF,251,normal
42454,0,tcp,http,SF,221,normal
42455,0,tcp,http,SF,450,normal
42456,0,tcp,http,SF,197,normal
42457,0,tcp,http,SF,314,normal
42459,0,tcp,http,SF,207,normal
42461,1,tcp,smtp,SF,1244,normal
42465,0,tcp,http,REJ,0,normal
42472,0,tcp,http,SF,226,normal
42473,0,icmp,eco_i,SF,30,normal
42474,99,udp,other,SF,146,normal
42476,9404,udp,other,SF,147,normal
42477,0,tcp,http,SF,240,normal
42478,0,tcp,http,SF,225,normal
42480,1,tcp,smtp,SF,1181,normal
42483,0,tcp,http,SF,232,normal
42485,0,tcp,http,SF,219,normal
42486,0,tcp,http,SF,310,normal
42487,1,tcp,smtp,SF,1268,normal
42488,0,tcp,http,SF,205,normal
42491,0,tcp,http,SF,198,normal
42492,0,tcp,http,REJ,0,normal
42493,0,udp,domain_u,SF,30,normal
42495,0,tcp,http,SF,224,normal
42496,0,tcp,http,REJ,0,normal
42497,0,udp,domain_u,SF,44,normal
42498,0,udp,domain_u,SF,44,normal
42499,0,tcp,http,SF,188,normal
42501,0,tcp,http,SF,278,normal
42502,0,tcp,http,SF,233,normal
42503,0,tcp,pop_3,SF,35,normal
42505,0,tcp,http,REJ,0,normal
42514,0,tcp,smtp,SF,1515,normal
42515,0,tcp,http,SF,229,normal
42516,0,tcp,http,SF,318,normal
42518,0,tcp,http,SF,258,normal
42519,0,icmp,eco_i,SF,30,normal
42521,8,tcp,smtp,SF,11964,normal
42523,0,udp,domain_u,SF,41,normal
42527,0,tcp,http,SF,208,normal
42533,0,tcp,finger,SF,13,normal
42534,1,tcp,smtp,SF,11040,normal
42536,0,tcp,http,SF,261,normal
42539,0,tcp,smtp,SF,606,normal
42540,0,udp,other,SF,516,normal
42542,0,udp,domain_u,SF,46,normal
42545,0,tcp,http,SF,311,normal
42549,0,udp,domain_u,SF,45,normal
42550,0,tcp,http,SF,229,normal
42555,0,tcp,ftp_data,SF,641,normal
42556,45,tcp,telnet,SF,171,normal
42557,0,udp,domain_u,SF,45,normal
42560,3,tcp,smtp,SF,1131,normal
42561,0,udp,domain_u,SF,45,normal
42562,0,tcp,http,REJ,0,normal
42564,0,udp,domain_u,SF,46,normal
42566,0,tcp,http,SF,286,normal
42567,0,udp,other,SF,147,normal
42569,0,udp,domain_u,SF,43,normal
42571,0,tcp,http,SF,289,normal
42573,0,tcp,http,SF,219,normal
42574,0,tcp,smtp,SF,1231,normal
42575,0,tcp,http,SF,237,normal
42578,0,icmp,ecr_i,SF,64,normal
42579,0,tcp,smtp,SF,1512,normal
42580,0,tcp,http,REJ,0,normal
42581,5865,udp,other,SF,147,normal
42582,0,tcp,smtp,SF,1140,normal
42583,1,tcp,smtp,SF,1417,normal
42584,0,tcp,smtp,RSTO,0,normal
42587,0,tcp,http,SF,287,normal
42589,0,udp,domain_u,SF,31,normal
42590,0,tcp,http,REJ,0,normal
42591,0,tcp,http,REJ,0,normal
42593,0,tcp,http,SF,205,normal
42596,12,tcp,smtp,SF,700,normal
42597,0,udp,domain_u,SF,43,normal
42598,0,tcp,ftp_data,SF,59,normal
42600,0,tcp,http,SF,254,normal
42601,0,tcp,http,SF,321,normal
42602,0,tcp,http,SF,173,normal
42606,0,udp,domain_u,SF,44,normal
42607,0,tcp,smtp,SF,1424,normal
42610,0,tcp,http,SF,164,normal
42611,0,tcp,http,SF,262,normal
42616,0,udp,domain_u,SF,45,normal
42618,0,tcp,http,REJ,0,normal
42619,0,udp,domain_u,SF,44,normal
42623,0,tcp,pop_3,SF,38,normal
42625,1407,udp,other,SF,147,normal
42627,0,tcp,http,S2,290,normal
42631,0,tcp,http,SF,212,normal
42633,0,udp,domain_u,SF,30,normal
42634,0,tcp,ftp_data,SF,63,normal
42636,0,udp,domain_u,SF,45,normal
42637,0,tcp,http,SF,220,normal
42639,0,tcp,smtp,SF,937,normal
42640,0,tcp,http,SF,234,normal
42641,8,tcp,smtp,SF,2701,normal
42643,0,tcp,http,SF,222,normal
42644,0,tcp,http,SF,205,normal
42649,2,tcp,smtp,SF,10622,normal
42650,0,udp,private,SF,105,normal
42651,0,tcp,http,SF,236,normal
42652,10,tcp,pop_3,SF,35,normal
42654,0,tcp,ftp_data,SF,373,normal
42657,2229,udp,other,SF,146,normal
42658,28,tcp,ftp,SF,1462,normal
42659,0,tcp,smtp,SF,1064,normal
42660,0,tcp,http,SF,224,normal
42661,0,tcp,http,SF,316,normal
42664,0,udp,other,SF,516,normal
42666,0,tcp,http,SF,323,normal
42668,0,tcp,http,SF,316,normal
42670,0,tcp,http,SF,196,normal
42672,0,tcp,http,SF,345,normal
42673,0,tcp,http,SF,265,normal
42674,0,tcp,http,SF,298,normal
42675,0,tcp,smtp,SF,765,normal
42676,4746,tcp,telnet,SF,1794,normal
42677,0,tcp,http,SF,325,normal
42679,0,tcp,http,SF,246,normal
42680,29,tcp,ftp,SF,886,normal
42681,0,tcp,http,SF,287,normal
42684,0,tcp,http,SF,183,normal
42687,0,tcp,http,SF,154,normal
42689,0,tcp,smtp,SF,587,normal
42691,1,tcp,smtp,SF,5644,normal
42692,0,tcp,smtp,SF,1158,normal
42696,0,tcp,http,S2,170,normal
42702,0,udp,domain_u,SF,44,normal
42707,0,tcp,http,SF,234,normal
42708,0,tcp,http,SF,221,normal
42709,0,tcp,http,SF,302,normal
42712,0,udp,domain_u,SF,45,normal
42713,0,tcp,http,SF,347,normal
42714,0,tcp,http,SF,318,normal
42715,0,tcp,http,SF,237,normal
42716,0,tcp,smtp,SF,892,normal
42717,0,tcp,smtp,S0,0,normal
42719,0,tcp,http,SF,219,normal
42722,0,udp,other,SF,147,normal
42724,0,tcp,ftp_data,SF,95,normal
42726,0,tcp,http,SF,208,normal
42727,0,tcp,http,SF,212,normal
42728,0,tcp,http,SF,240,normal
42732,0,tcp,http,REJ,0,normal
42733,0,tcp,finger,SF,8,normal
42734,12725,udp,other,SF,146,normal
42737,0,tcp,http,SF,305,normal
42738,0,tcp,http,SF,246,normal
42740,0,tcp,ftp_data,SF,10261,normal
42741,0,udp,private,SF,105,normal
42744,0,tcp,http,SF,228,normal
42745,0,tcp,http,SF,333,normal
42746,0,udp,domain_u,SF,46,normal
42747,7,tcp,smtp,SF,1362,normal
42748,28,tcp,finger,SF,8,normal
42749,0,tcp,smtp,S0,0,normal
42751,0,tcp,http,SF,344,normal
42753,0,tcp,http,SF,217,normal
42754,0,udp,domain_u,SF,36,normal
42755,0,udp,domain_u,SF,46,normal
42757,0,udp,domain_u,SF,45,normal
42759,0,tcp,ftp_data,SF,607,normal
42761,0,tcp,smtp,SF,1278,normal
42764,0,tcp,http,SF,228,normal
42765,0,udp,domain_u,SF,44,normal
42769,0,tcp,http,SF,326,normal
42771,0,tcp,http,SF,218,normal
42773,0,tcp,http,SF,271,normal
42774,0,tcp,http,SF,197,normal
42776,0,tcp,ftp_data,SF,192,normal
42777,0,udp,domain_u,SF,43,normal
42778,0,tcp,http,SF,293,normal
42779,0,icmp,eco_i,SF,30,normal
42780,281,tcp,telnet,SF,163,normal
42781,0,udp,domain_u,SF,46,normal
42782,1,tcp,smtp,SF,878,normal
42784,0,tcp,http,SF,289,normal
42785,0,tcp,http,SF,311,normal
42786,0,tcp,http,SF,329,normal
42787,0,tcp,http,S1,300,normal
42788,0,tcp,http,SF,256,normal
42790,0,udp,domain_u,SF,44,normal
42796,0,tcp,http,SF,202,normal
42797,0,tcp,http,SF,305,normal
42803,0,udp,domain_u,SF,43,normal
42804,0,udp,domain_u,SF,97,normal
42809,0,tcp,http,REJ,0,normal
42810,0,udp,domain_u,SF,45,normal
42815,0,udp,domain_u,SF,44,normal
42816,0,tcp,http,SF,215,normal
42819,0,icmp,ecr_i,SF,64,normal
42822,0,tcp,http,SF,223,normal
42824,0,tcp,http,SF,288,normal
42825,0,udp,domain_u,SF,46,normal
42826,0,tcp,http,SF,259,normal
42827,0,tcp,ftp_data,SF,192,normal
42828,0,icmp,eco_i,SF,64,normal
42829,0,tcp,http,SF,227,normal
42830,0,tcp,http,SF,280,normal
42831,0,tcp,http,SF,195,normal
42832,0,tcp,http,SF,306,normal
42835,0,tcp,smtp,SF,660,normal
42838,0,tcp,http,SF,228,normal
42840,0,tcp,http,SF,280,normal
42841,0,tcp,http,SF,308,normal
42843,0,tcp,http,SF,220,normal
42844,0,tcp,http,SF,282,normal
42845,0,tcp,http,SF,235,normal
42846,408,tcp,telnet,SF,385,normal
42847,0,tcp,other,SF,6062,normal
42848,0,tcp,http,SF,300,normal
42851,0,udp,domain_u,SF,42,normal
42852,0,tcp,http,SF,295,normal
42858,0,udp,domain_u,SF,43,normal
42861,0,tcp,http,SF,218,normal
42864,0,tcp,http,SF,321,normal
42865,7,tcp,smtp,SF,1555,normal
42866,0,tcp,http,SF,218,normal
42867,28,tcp,smtp,SF,1034,normal
42868,0,tcp,http,SF,207,normal
42871,0,tcp,http,SF,243,normal
42872,0,tcp,http,SF,234,normal
42874,0,tcp,http,SF,235,normal
42876,26,tcp,ftp,SF,699,normal
42880,0,tcp,http,SF,212,normal
42881,0,tcp,http,SF,353,normal
42886,0,tcp,http,SF,323,normal
42887,0,tcp,http,SF,246,normal
42888,0,udp,domain_u,SF,46,normal
42890,0,tcp,http,SF,237,normal
42892,0,udp,domain_u,SF,33,normal
42894,0,tcp,http,SF,237,normal
42895,0,tcp,http,SF,218,normal
42896,0,tcp,http,SF,471,normal
42897,0,tcp,http,SF,214,normal
42898,1083,udp,other,SF,147,normal
42899,67,tcp,telnet,SF,710,normal
42900,35,tcp,smtp,SF,627,normal
42901,0,udp,domain_u,SF,45,normal
42902,16,tcp,smtp,SF,1434,normal
42903,0,tcp,http,SF,222,normal
42905,0,tcp,http,SF,214,normal
42908,0,tcp,http,SF,314,normal
42910,0,tcp,http,SF,227,normal
42911,0,tcp,http,REJ,0,normal
42912,0,udp,domain_u,SF,45,normal
42915,0,tcp,http,SF,332,normal
42918,0,udp,private,SF,105,normal
42919,0,tcp,http,SF,206,normal
42922,0,tcp,http,SF,236,normal
42923,0,tcp,smtp,SF,129,normal
42924,0,tcp,http,SF,329,normal
42927,50,tcp,telnet,SF,120,normal
42929,0,tcp,http,SF,244,normal
42932,0,udp,domain_u,SF,43,normal
42936,0,tcp,http,SF,244,normal
42937,0,tcp,http,SF,325,normal
42938,0,tcp,ftp_data,SF,12,normal
42940,0,udp,domain_u,SF,45,normal
42941,0,tcp,http,SF,310,normal
42942,0,tcp,ftp_data,SF,637,normal
42944,0,udp,domain_u,SF,45,normal
42945,0,udp,domain_u,SF,45,normal
42946,0,tcp,http,SF,242,normal
42949,0,tcp,http,SF,301,normal
42950,3,tcp,smtp,SF,1102,normal
42951,0,tcp,http,SF,221,normal
42954,0,tcp,http,SF,213,normal
42955,0,udp,domain_u,SF,42,normal
42957,0,tcp,smtp,SF,1438,normal
42961,1,tcp,smtp,SF,2208,normal
42968,0,tcp,http,SF,264,normal
42970,0,udp,domain_u,SF,44,normal
42973,0,tcp,http,SF,221,normal
42977,21,tcp,ftp,SF,246,normal
