id,duration,protocol_type,service,flag,src_bytes,class,
33761,0,tcp,private,S0,0,anomaly,
33763,0,icmp,eco_i,SF,8,anomaly,
33765,0,tcp,iso_tsap,S0,0,anomaly,
33768,9,tcp,ftp_data,SF,0,anomaly,
33769,0,tcp,private,RSTR,0,anomaly,
33772,0,tcp,discard,S0,0,anomaly,
33773,0,tcp,private,S0,0,anomaly,
33776,0,tcp,whois,S0,0,anomaly,
33780,0,tcp,private,S0,0,anomaly,
33781,0,tcp,private,REJ,0,anomaly,
33782,0,tcp,private,RSTR,0,anomaly,
33783,0,tcp,http_443,S0,0,anomaly,
33784,0,tcp,auth,S0,0,anomaly,
33789,0,tcp,private,S0,0,anomaly,
33790,38621,tcp,echo,RSTOS0,0,anomaly,
33797,0,tcp,private,S0,0,anomaly,
33798,0,tcp,name,S0,0,anomaly,
33799,0,tcp,private,S0,0,anomaly,
33800,0,tcp,systat,REJ,0,anomaly,
33802,0,tcp,nnsp,S0,0,anomaly,
33803,0,tcp,private,S0,0,anomaly,
33804,0,tcp,hostnames,S0,0,anomaly,
33807,0,tcp,private,S0,0,anomaly,
33808,0,udp,private,SF,28,anomaly,
33811,5083,tcp,ftp,SF,1043,anomaly,
33813,0,udp,private,SF,1,anomaly,
33814,0,tcp,private,S0,0,anomaly,
33816,0,tcp,hostnames,S0,0,anomaly,
33818,0,tcp,private,S0,0,anomaly,
33821,1,tcp,ftp,SF,1214,anomaly,
33822,0,tcp,courier,S0,0,anomaly,
33824,0,icmp,eco_i,SF,8,anomaly,
33827,0,udp,private,SF,1,anomaly,
33829,0,tcp,private,REJ,0,anomaly,
33830,0,tcp,efs,S0,0,anomaly,
33831,0,tcp,private,S0,0,anomaly,
33832,0,tcp,supdup,S0,0,anomaly,
33833,0,tcp,netbios_ssn,S0,0,anomaly,
33834,0,tcp,vmnet,S0,0,anomaly,
33840,0,tcp,private,REJ,0,anomaly,
33842,0,tcp,systat,S0,0,anomaly,
33843,0,icmp,eco_i,SF,18,anomaly,
33844,0,tcp,courier,S0,0,anomaly,
33850,0,tcp,telnet,S0,0,anomaly,
33853,0,tcp,private,REJ,0,anomaly,
33854,0,tcp,private,S0,0,anomaly,
33855,0,tcp,domain,S0,0,anomaly,
33856,0,udp,private,SF,28,anomaly,
33859,1,tcp,private,RSTR,0,anomaly,
33863,0,tcp,finger,S0,0,anomaly,
33864,0,tcp,efs,REJ,0,anomaly,
33866,16925,tcp,other,RSTR,1,anomaly,
33867,0,tcp,private,REJ,0,anomaly,
33870,0,tcp,supdup,S0,0,anomaly,
33871,0,tcp,private,S0,0,anomaly,
33873,0,tcp,domain,S0,0,anomaly,
33874,0,tcp,private,S0,0,anomaly,
33875,0,tcp,private,REJ,0,anomaly,
33880,0,tcp,ftp_data,S0,0,anomaly,
33882,0,tcp,iso_tsap,S0,0,anomaly,
33884,0,tcp,private,S0,0,anomaly,
33885,0,tcp,private,S0,0,anomaly,
33886,0,tcp,supdup,S0,0,anomaly,
33891,0,tcp,private,REJ,0,anomaly,
33892,0,icmp,eco_i,SF,8,anomaly,
33893,0,icmp,eco_i,SF,8,anomaly,
33901,0,tcp,http,S0,0,anomaly,
33902,0,icmp,ecr_i,SF,1032,anomaly,
33907,0,tcp,private,S0,0,anomaly,
33908,0,tcp,ctf,S0,0,anomaly,
33911,0,tcp,domain,S0,0,anomaly,
33912,0,tcp,netbios_ns,REJ,0,anomaly,
33914,0,tcp,private,REJ,0,anomaly,
33915,0,icmp,ecr_i,SF,1032,anomaly,
33918,0,tcp,private,REJ,0,anomaly,
33920,0,tcp,private,S0,0,anomaly,
33922,0,tcp,private,S0,0,anomaly,
33923,0,tcp,kshell,REJ,0,anomaly,
33925,0,tcp,sunrpc,RSTO,0,anomaly,
33926,0,tcp,ftp_data,S0,0,anomaly,
33928,13578,tcp,other,RSTR,1,anomaly,
33931,0,tcp,vmnet,S0,0,anomaly,
33932,0,tcp,netbios_ns,S0,0,anomaly,
33934,0,tcp,login,S0,0,anomaly,
33936,0,udp,private,SF,28,anomaly,
33937,0,tcp,klogin,S0,0,anomaly,
33939,0,icmp,eco_i,SF,18,anomaly,
33941,0,tcp,private,S0,0,anomaly,
33942,1,tcp,ftp,SF,1187,anomaly,
33947,0,tcp,sunrpc,S0,0,anomaly,
33953,0,tcp,private,S0,0,anomaly,
33954,0,tcp,vmnet,S0,0,anomaly,
33955,0,tcp,link,S0,0,anomaly,
33963,0,icmp,eco_i,SF,8,anomaly,
33964,0,tcp,private,S0,0,anomaly,
33968,0,tcp,name,S0,0,anomaly,
33969,1,tcp,private,RSTOS0,0,anomaly,
33970,0,udp,private,SF,1,anomaly,
33974,0,tcp,private,S0,0,anomaly,
33975,0,tcp,login,S0,0,anomaly,
33976,0,tcp,private,S0,0,anomaly,
33980,0,tcp,private,REJ,0,anomaly,
33981,0,tcp,private,S0,0,anomaly,
33982,0,icmp,eco_i,SF,18,anomaly,
33991,0,tcp,private,S0,0,anomaly,
33995,0,tcp,private,RSTR,0,anomaly,
33998,0,icmp,eco_i,SF,8,anomaly,
33999,0,tcp,http,SF,54540,anomaly,
34002,0,tcp,kshell,S0,0,anomaly,
34004,0,tcp,telnet,S0,0,anomaly,
34005,0,udp,private,SF,1,anomaly,
34006,0,tcp,name,S0,0,anomaly,
34008,0,tcp,Z39_50,S0,0,anomaly,
34009,0,icmp,eco_i,SF,8,anomaly,
34013,0,udp,private,SF,1,anomaly,
34014,0,tcp,uucp_path,S0,0,anomaly,
34016,0,tcp,http,S0,0,anomaly,
34018,0,tcp,telnet,S0,0,anomaly,
34019,0,tcp,private,S0,0,anomaly,
34020,0,tcp,private,S0,0,anomaly,
34023,0,tcp,private,S0,0,anomaly,
34026,0,tcp,private,REJ,0,anomaly,
34031,2,tcp,private,RSTR,0,anomaly,
34034,0,tcp,http,SF,54540,anomaly,
34037,0,tcp,uucp,S0,0,anomaly,
34038,0,tcp,ftp_data,S0,0,anomaly,
34039,0,tcp,http,SF,54540,anomaly,
34043,0,tcp,http,S0,0,anomaly,
34044,0,tcp,private,S0,0,anomaly,
34047,0,tcp,uucp_path,REJ,0,anomaly,
34049,0,icmp,eco_i,SF,8,anomaly,
34053,0,tcp,private,REJ,0,anomaly,
34054,0,icmp,ecr_i,SF,520,anomaly,
34056,0,tcp,uucp_path,S0,0,anomaly,
34057,0,tcp,private,S0,0,anomaly,
34058,0,tcp,private,S0,0,anomaly,
34059,4,tcp,private,RSTR,0,anomaly,
34061,0,tcp,private,REJ,0,anomaly,
34062,0,icmp,eco_i,SF,8,anomaly,
34063,0,tcp,ftp_data,SF,334,anomaly,
34065,0,tcp,private,S0,0,anomaly,
34066,0,tcp,mtp,S0,0,anomaly,
34067,0,tcp,private,S0,0,anomaly,
34069,0,tcp,uucp,S0,0,anomaly,
34071,0,tcp,private,REJ,0,anomaly,
34074,0,tcp,http_443,REJ,0,anomaly,
34075,0,tcp,ftp,S0,0,anomaly,
34077,0,tcp,auth,S0,0,anomaly,
34079,0,tcp,private,REJ,0,anomaly,
34084,0,tcp,discard,RSTO,0,anomaly,
34088,0,tcp,ftp_data,SF,334,anomaly,
34089,0,tcp,private,S0,0,anomaly,
34090,0,tcp,private,S0,0,anomaly,
34091,0,tcp,private,S0,0,anomaly,
34095,0,tcp,netbios_dgm,S0,0,anomaly,
34098,0,udp,private,SF,1,anomaly,
34099,0,udp,private,SF,100,anomaly,
34100,0,icmp,eco_i,SF,8,anomaly,
34102,0,tcp,iso_tsap,S0,0,anomaly,
34103,0,tcp,time,S0,0,anomaly,
34104,0,tcp,telnet,RSTO,0,anomaly,
34106,0,icmp,ecr_i,SF,1032,anomaly,
34108,0,tcp,csnet_ns,S0,0,anomaly,
34110,0,tcp,Z39_50,S0,0,anomaly,
34111,0,udp,private,SF,1,anomaly,
34114,0,tcp,uucp_path,S0,0,anomaly,
34115,0,tcp,private,S0,0,anomaly,
34117,0,tcp,nnsp,S0,0,anomaly,
34118,0,tcp,private,S0,0,anomaly,
34121,0,tcp,private,S0,0,anomaly,
34122,0,udp,private,SF,1,anomaly,
34124,0,tcp,http,S0,0,anomaly,
34126,0,icmp,eco_i,SF,8,anomaly,
34130,0,tcp,supdup,S0,0,anomaly,
34138,0,tcp,iso_tsap,S0,0,anomaly,
34139,0,tcp,private,REJ,0,anomaly,
34142,0,tcp,private,S0,0,anomaly,
34143,0,tcp,private,S0,0,anomaly,
34145,0,tcp,netstat,REJ,0,anomaly,
34149,0,tcp,private,REJ,0,anomaly,
34151,9095,tcp,other,RSTR,1,anomaly,
34155,0,tcp,private,S0,0,anomaly,
34157,0,tcp,uucp_path,S0,0,anomaly,
34159,0,tcp,nnsp,S0,0,anomaly,
34161,0,icmp,ecr_i,SF,1032,anomaly,
34162,0,tcp,auth,REJ,0,anomaly,
34163,0,tcp,daytime,S0,0,anomaly,
34164,0,tcp,hostnames,S0,0,anomaly,
34165,0,tcp,netbios_dgm,REJ,0,anomaly,
34167,0,tcp,private,S0,0,anomaly,
34169,0,tcp,daytime,S0,0,anomaly,
34175,0,tcp,private,S0,0,anomaly,
34177,0,tcp,private,S0,0,anomaly,
34180,0,tcp,ftp_data,SF,334,anomaly,
34182,0,tcp,private,S0,0,anomaly,
34183,0,tcp,daytime,S0,0,anomaly,
34185,0,icmp,ecr_i,SF,1032,anomaly,
34186,0,tcp,bgp,S0,0,anomaly,
34188,0,tcp,telnet,S0,0,anomaly,
34190,0,tcp,http,S0,0,anomaly,
34191,0,tcp,telnet,RSTO,0,anomaly,
34192,0,tcp,iso_tsap,REJ,0,anomaly,
34202,0,tcp,hostnames,S0,0,anomaly,
34203,0,tcp,csnet_ns,S0,0,anomaly,
34205,0,tcp,private,S0,0,anomaly,
34206,0,tcp,sunrpc,S0,0,anomaly,
34207,0,icmp,eco_i,SF,8,anomaly,
34208,0,udp,private,SF,1,anomaly,
34209,0,tcp,hostnames,S0,0,anomaly,
34210,0,icmp,eco_i,SF,8,anomaly,
34213,0,tcp,uucp_path,S0,0,anomaly,
34215,0,icmp,ecr_i,SF,1032,anomaly,
34217,0,tcp,private,S0,0,anomaly,
34218,0,tcp,private,S0,0,anomaly,
34221,4,tcp,ftp_data,SF,832,anomaly,
34224,0,icmp,ecr_i,SF,1032,anomaly,
34232,0,icmp,ecr_i,SF,1480,anomaly,
34233,0,tcp,pop_3,S0,0,anomaly,
34236,0,tcp,iso_tsap,S0,0,anomaly,
34237,0,tcp,private,S0,0,anomaly,
34238,0,tcp,efs,REJ,0,anomaly,
34240,9615,tcp,other,RSTR,1,anomaly,
34244,0,tcp,efs,S0,0,anomaly,
34245,0,tcp,http,REJ,0,anomaly,
34246,41023,tcp,private,RSTR,1,anomaly,
34248,0,tcp,kshell,S0,0,anomaly,
34249,0,tcp,ftp_data,S0,0,anomaly,
34250,0,tcp,private,S0,0,anomaly,
34251,0,tcp,vmnet,REJ,0,anomaly,
34253,0,icmp,eco_i,SF,8,anomaly,
34255,0,tcp,private,S0,0,anomaly,
34256,0,tcp,private,S0,0,anomaly,
34257,0,tcp,hostnames,REJ,0,anomaly,
34258,0,tcp,klogin,S0,0,anomaly,
34261,0,tcp,echo,S0,0,anomaly,
34262,0,tcp,auth,REJ,0,anomaly,
34263,0,tcp,hostnames,S0,0,anomaly,
34264,0,tcp,private,REJ,0,anomaly,
34265,0,icmp,eco_i,SF,8,anomaly,
34266,0,tcp,telnet,S0,0,anomaly,
34267,0,tcp,private,REJ,0,anomaly,
34269,0,tcp,private,REJ,0,anomaly,
34270,0,tcp,uucp,S0,0,anomaly,
34271,0,tcp,private,REJ,0,anomaly,
34273,0,icmp,ecr_i,SF,1032,anomaly,
34274,0,udp,domain_u,SF,1,anomaly,
34275,1,tcp,finger,SF,9,anomaly,
34278,0,tcp,private,S0,0,anomaly,
34282,0,udp,private,SF,28,anomaly,
34284,0,tcp,private,SH,0,anomaly,
34287,0,tcp,telnet,S0,0,anomaly,
34289,0,tcp,private,REJ,0,anomaly,
34294,0,tcp,uucp,S0,0,anomaly,
34296,0,tcp,systat,S0,0,anomaly,
34297,0,tcp,domain,S0,0,anomaly,
34299,0,udp,private,SF,1,anomaly,
34301,0,tcp,ldap,S0,0,anomaly,
34304,0,tcp,efs,S0,0,anomaly,
34315,0,tcp,finger,S0,0,anomaly,
34316,0,tcp,time,S0,0,anomaly,
34318,0,tcp,http,SF,54540,anomaly,
34319,0,tcp,private,S0,0,anomaly,
34322,0,tcp,private,S0,0,anomaly,
34323,0,tcp,daytime,RSTO,0,anomaly,
34324,0,tcp,csnet_ns,S0,0,anomaly,
34329,0,tcp,private,REJ,0,anomaly,
34330,0,tcp,private,S0,0,anomaly,
34331,0,tcp,private,RSTR,0,anomaly,
34332,0,tcp,private,S0,0,anomaly,
34338,0,tcp,private,S0,0,anomaly,
34340,0,tcp,netbios_dgm,S0,0,anomaly,
34341,0,tcp,private,S0,0,anomaly,
34343,0,tcp,mtp,S0,0,anomaly,
34346,0,tcp,private,REJ,0,anomaly,
34347,0,tcp,uucp,S0,0,anomaly,
34350,0,tcp,link,S0,0,anomaly,
34351,0,tcp,netbios_ns,S0,0,anomaly,
34352,0,icmp,eco_i,SF,8,anomaly,
34353,0,udp,other,SF,1,anomaly,
34360,0,tcp,uucp_path,S0,0,anomaly,
34361,0,tcp,private,S0,0,anomaly,
34362,0,tcp,private,S0,0,anomaly,
34363,0,tcp,private,S0,0,anomaly,
34364,0,tcp,private,S0,0,anomaly,
34367,0,tcp,discard,S0,0,anomaly,
34370,0,tcp,netbios_ssn,S0,0,anomaly,
34372,0,udp,private,SF,1,anomaly,
34373,0,tcp,private,REJ,0,anomaly,
34374,0,icmp,ecr_i,SF,1480,anomaly,
34375,0,icmp,eco_i,SF,18,anomaly,
34377,0,icmp,eco_i,SF,8,anomaly,
34378,0,tcp,private,S0,0,anomaly,
34380,0,tcp,private,S0,0,anomaly,
34384,0,tcp,private,REJ,0,anomaly,
34385,0,tcp,domain,REJ,0,anomaly,
34386,0,tcp,private,S0,0,anomaly,
34388,0,tcp,private,S0,0,anomaly,
34390,0,tcp,private,S0,0,anomaly,
34392,1,tcp,private,RSTR,0,anomaly,
34393,0,tcp,private,S0,0,anomaly,
34397,0,tcp,daytime,S0,0,anomaly,
34398,0,tcp,auth,S0,0,anomaly,
34400,0,icmp,eco_i,SF,18,anomaly,
34405,0,tcp,private,S0,0,anomaly,
34406,0,tcp,private,S0,0,anomaly,
34408,0,tcp,systat,S0,0,anomaly,
34409,0,tcp,imap4,S0,0,anomaly,
34410,2,tcp,smtp,SF,0,anomaly,
34412,0,tcp,http,S0,0,anomaly,
34413,0,tcp,private,S0,0,anomaly,
34414,0,tcp,private,S0,0,anomaly,
34418,0,tcp,private,S0,0,anomaly,
34423,0,tcp,telnet,S0,0,anomaly,
34424,0,tcp,ftp_data,SF,334,anomaly,
34427,0,tcp,private,S0,0,anomaly,
34428,0,icmp,eco_i,SF,18,anomaly,
34431,0,tcp,bgp,S0,0,anomaly,
34432,0,tcp,uucp_path,S0,0,anomaly,
34435,0,tcp,private,S0,0,anomaly,
34437,0,tcp,iso_tsap,S0,0,anomaly,
34439,0,tcp,private,S0,0,anomaly,
34440,0,tcp,auth,S0,0,anomaly,
34445,0,tcp,rje,S0,0,anomaly,
34449,0,tcp,discard,S0,0,anomaly,
34451,0,tcp,netbios_ns,S0,0,anomaly,
34454,0,tcp,private,S0,0,anomaly,
34455,0,icmp,eco_i,SF,8,anomaly,
34458,0,tcp,private,RSTR,0,anomaly,
34460,0,tcp,ftp,RSTO,0,anomaly,
34463,0,tcp,efs,S0,0,anomaly,
34464,0,tcp,link,S0,0,anomaly,
34469,0,tcp,private,S0,0,anomaly,
34472,0,tcp,uucp_path,S0,0,anomaly,
34473,0,tcp,telnet,S0,0,anomaly,
34475,0,tcp,private,REJ,0,anomaly,
34476,0,tcp,netbios_dgm,S0,0,anomaly,
34479,0,icmp,ecr_i,SF,520,anomaly,
34481,0,tcp,private,S0,0,anomaly,
34489,0,tcp,netstat,S0,0,anomaly,
34490,0,tcp,kshell,S0,0,anomaly,
34492,0,tcp,discard,RSTO,0,anomaly,
34494,0,tcp,mtp,S0,0,anomaly,
34496,0,tcp,private,S0,0,anomaly,
34498,0,tcp,supdup,S0,0,anomaly,
34499,0,tcp,private,RSTO,0,anomaly,
34501,0,tcp,ldap,REJ,0,anomaly,
34502,0,icmp,ecr_i,SF,1032,anomaly,
34505,0,tcp,gopher,S0,0,anomaly,
34509,0,tcp,private,S0,0,anomaly,
34514,0,tcp,hostnames,REJ,0,anomaly,
34516,0,tcp,private,REJ,0,anomaly,
34517,0,udp,other,SF,1,anomaly,
34518,0,tcp,private,S0,0,anomaly,
34519,0,tcp,time,S0,0,anomaly,
34520,0,tcp,efs,REJ,0,anomaly,
34521,0,icmp,ecr_i,SF,1032,anomaly,
34522,0,tcp,private,S0,0,anomaly,
34524,0,tcp,klogin,S0,0,anomaly,
34530,0,tcp,netbios_dgm,S0,0,anomaly,
34533,0,tcp,daytime,RSTO,0,anomaly,
34535,0,tcp,remote_job,REJ,0,anomaly,
34536,1,tcp,ftp,SF,1258,anomaly,
34538,0,icmp,ecr_i,SF,1032,anomaly,
34545,0,tcp,login,S0,0,anomaly,
34548,0,tcp,private,S0,0,anomaly,
34549,0,tcp,other,REJ,0,anomaly,
34551,0,tcp,time,S0,0,anomaly,
34552,0,tcp,private,S0,0,anomaly,
34554,30598,tcp,private,RSTR,1,anomaly,
34560,0,tcp,kshell,S0,0,anomaly,
34562,0,tcp,http_443,S0,0,anomaly,
34571,0,tcp,efs,S0,0,anomaly,
34573,0,tcp,private,REJ,0,anomaly,
34574,0,tcp,uucp,S0,0,anomaly,
34576,0,icmp,eco_i,SF,18,anomaly,
34577,0,icmp,ecr_i,SF,1032,anomaly,
34578,0,tcp,private,S0,0,anomaly,
34581,0,tcp,finger,S0,0,anomaly,
34583,0,tcp,private,S0,0,anomaly,
34584,0,tcp,private,S0,0,anomaly,
34585,0,icmp,ecr_i,SF,1480,anomaly,
34586,0,tcp,private,S0,0,anomaly,
34587,0,tcp,other,REJ,0,anomaly,
34591,0,tcp,http,S0,0,anomaly,
34592,0,tcp,netstat,S0,0,anomaly,
34595,0,tcp,ftp_data,SF,334,anomaly,
34596,0,tcp,other,REJ,0,anomaly,
34598,0,tcp,telnet,S0,0,anomaly,
34600,0,tcp,private,S0,0,anomaly,
34601,0,tcp,uucp_path,S0,0,anomaly,
34604,1,tcp,ftp,SF,1249,anomaly,
34606,0,icmp,eco_i,SF,8,anomaly,
34608,0,tcp,auth,REJ,0,anomaly,
34611,0,tcp,Z39_50,S0,0,anomaly,
34616,0,tcp,private,S0,0,anomaly,
34619,0,icmp,eco_i,SF,8,anomaly,
34620,0,udp,private,SF,28,anomaly,
34622,0,tcp,ftp_data,S0,0,anomaly,
34623,0,icmp,eco_i,SF,8,anomaly,
34625,0,tcp,private,RSTR,0,anomaly,
34628,0,tcp,private,REJ,0,anomaly,
34629,8555,tcp,other,RSTR,1,anomaly,
34630,0,tcp,private,S0,0,anomaly,
34631,0,tcp,private,S0,0,anomaly,
34636,0,tcp,netbios_ns,S0,0,anomaly,
34638,0,tcp,csnet_ns,S0,0,anomaly,
34642,0,tcp,uucp_path,REJ,0,anomaly,
34643,0,tcp,exec,S0,0,anomaly,
34644,0,tcp,private,S0,0,anomaly,
34645,0,tcp,private,REJ,0,anomaly,
34647,1,tcp,private,RSTR,0,anomaly,
34649,0,tcp,rje,S0,0,anomaly,
34653,0,tcp,private,S0,0,anomaly,
34656,0,tcp,http,S0,0,anomaly,
34657,0,icmp,eco_i,SF,8,anomaly,
34662,0,tcp,private,S0,0,anomaly,
34664,0,tcp,gopher,S0,0,anomaly,
34665,0,icmp,eco_i,SF,8,anomaly,
34667,0,tcp,login,S0,0,anomaly,
34673,0,tcp,bgp,S0,0,anomaly,
34681,0,tcp,private,SH,0,anomaly,
34682,0,tcp,csnet_ns,REJ,0,anomaly,
34684,0,tcp,supdup,S0,0,anomaly,
34686,36940,tcp,private,RSTR,1,anomaly,
34688,0,tcp,private,S0,0,anomaly,
34691,0,tcp,private,S0,0,anomaly,
34695,0,tcp,private,REJ,0,anomaly,
34704,0,tcp,netbios_dgm,S0,0,anomaly,
34710,0,icmp,eco_i,SF,8,anomaly,
34711,0,tcp,private,S0,0,anomaly,
34715,0,tcp,login,S0,0,anomaly,
34719,0,tcp,vmnet,S0,0,anomaly,
34720,0,tcp,ctf,S0,0,anomaly,
34722,0,udp,other,SF,1,anomaly,
34724,0,tcp,private,S0,0,anomaly,
34725,0,tcp,private,S0,0,anomaly,
34728,0,tcp,nnsp,S0,0,anomaly,
34734,22761,tcp,private,RSTR,1,anomaly,
34736,0,tcp,http,REJ,0,anomaly,
34737,0,tcp,Z39_50,S0,0,anomaly,
34741,0,tcp,private,S0,0,anomaly,
34742,0,tcp,login,S0,0,anomaly,
34744,0,tcp,other,REJ,0,anomaly,
34747,0,tcp,sunrpc,S0,0,anomaly,
34748,0,tcp,discard,S0,0,anomaly,
34749,0,icmp,ecr_i,SF,1032,anomaly,
34750,0,tcp,remote_job,S0,0,anomaly,
34752,0,tcp,private,S0,0,anomaly,
34754,0,icmp,ecr_i,SF,520,anomaly,
34755,0,tcp,efs,REJ,0,anomaly,
34760,0,tcp,private,S0,0,anomaly,
34762,0,tcp,netstat,S0,0,anomaly,
34763,0,tcp,private,S0,0,anomaly,
34764,0,tcp,private,SH,0,anomaly,
34766,0,tcp,time,SH,0,anomaly,
34767,0,tcp,vmnet,RSTR,0,anomaly,
34768,0,tcp,http,SF,54540,anomaly,
34772,0,tcp,supdup,S0,0,anomaly,
34776,0,tcp,daytime,S0,0,anomaly,
34782,0,tcp,ctf,S0,0,anomaly,
34783,0,tcp,exec,S0,0,anomaly,
34786,0,icmp,eco_i,SF,8,anomaly,
34787,0,tcp,imap4,S0,0,anomaly,
34788,0,icmp,ecr_i,SF,1480,anomaly,
34791,0,tcp,login,S0,0,anomaly,
34792,0,icmp,eco_i,SF,8,anomaly,
34795,0,tcp,courier,S0,0,anomaly,
34797,0,udp,private,SF,28,anomaly,
34798,0,tcp,supdup,S0,0,anomaly,
34801,0,tcp,private,S0,0,anomaly,
34803,0,tcp,private,S0,0,anomaly,
34804,0,tcp,private,S0,0,anomaly,
34808,0,tcp,ftp_data,S0,0,anomaly,
34811,0,tcp,sunrpc,S0,0,anomaly,
34816,0,tcp,private,S0,0,anomaly,
34817,0,tcp,daytime,RSTO,0,anomaly,
34819,0,tcp,private,S0,0,anomaly,
34820,0,tcp,private,S0,0,anomaly,
34821,0,tcp,netbios_ns,S0,0,anomaly,
34822,0,tcp,nnsp,S0,0,anomaly,
34826,0,tcp,name,S0,0,anomaly,
34827,0,tcp,time,S0,0,anomaly,
34831,0,icmp,eco_i,SF,18,anomaly,
34833,0,icmp,eco_i,SF,8,anomaly,
34838,0,tcp,private,REJ,0,anomaly,
34845,0,udp,private,SF,1,anomaly,
34849,0,icmp,eco_i,SF,8,anomaly,
34853,0,tcp,private,S0,0,anomaly,
34855,0,tcp,private,S0,0,anomaly,
34860,0,tcp,private,S0,0,anomaly,
34866,0,tcp,nnsp,S0,0,anomaly,
34867,0,tcp,http_443,REJ,0,anomaly,
34868,0,udp,private,SF,28,anomaly,
34869,0,udp,other,SF,1,anomaly,
34870,0,tcp,private,S0,0,anomaly,
34876,0,tcp,private,S0,0,anomaly,
34877,0,tcp,private,S0,0,anomaly,
34882,0,tcp,link,S0,0,anomaly,
34884,0,tcp,ftp_data,SF,30,anomaly,
34885,0,tcp,finger,S0,0,anomaly,
34887,0,tcp,mtp,S0,0,anomaly,
34889,0,udp,private,SF,28,anomaly,
34890,0,tcp,whois,S0,0,anomaly,
34891,0,tcp,private,S0,0,anomaly,
34896,0,tcp,private,S0,0,anomaly,
34897,0,tcp,private,S0,0,anomaly,
34902,0,tcp,private,REJ,0,anomaly,
34904,0,icmp,ecr_i,SF,1032,anomaly,
34905,0,tcp,private,S0,0,anomaly,
34909,0,tcp,private,S0,0,anomaly,
34913,0,tcp,private,REJ,0,anomaly,
34914,0,tcp,pop_2,S0,0,anomaly,
34917,0,tcp,discard,S0,0,anomaly,
34919,0,udp,private,SF,1,anomaly,
34920,5053,tcp,ftp_data,SF,5135678,anomaly,
34923,0,tcp,iso_tsap,S0,0,anomaly,
34924,0,tcp,private,S0,0,anomaly,
34925,0,tcp,other,REJ,0,anomaly,
34927,0,tcp,http,REJ,0,anomaly,
34929,0,icmp,eco_i,SF,8,anomaly,
34933,0,udp,private,SF,28,anomaly,
34934,0,tcp,daytime,S0,0,anomaly,
34942,0,tcp,domain,S0,0,anomaly,
34946,0,tcp,auth,S0,0,anomaly,
34948,0,icmp,eco_i,SF,18,anomaly,
34951,0,tcp,whois,S0,0,anomaly,
34952,0,icmp,eco_i,SF,8,anomaly,
34953,0,tcp,finger,S0,0,anomaly,
34954,1,tcp,ftp,SF,1200,anomaly,
34955,0,tcp,courier,S0,0,anomaly,
34959,0,tcp,uucp,S0,0,anomaly,
34961,0,tcp,finger,S0,0,anomaly,
34963,0,tcp,Z39_50,S0,0,anomaly,
34964,0,tcp,other,REJ,0,anomaly,
34965,0,tcp,private,S0,0,anomaly,
34966,0,tcp,private,S0,0,anomaly,
34967,0,tcp,other,S0,0,anomaly,
34968,0,tcp,klogin,REJ,0,anomaly,
34970,0,tcp,supdup,RSTR,0,anomaly,
34972,0,tcp,private,S0,0,anomaly,
34973,0,tcp,ctf,S0,0,anomaly,
34978,0,tcp,private,S0,0,anomaly,
34979,0,tcp,private,REJ,0,anomaly,
34981,0,tcp,ftp_data,SF,334,anomaly,
34983,0,tcp,private,S0,0,anomaly,
34985,0,tcp,private,S0,0,anomaly,
34988,0,icmp,ecr_i,SF,520,anomaly,
34991,0,tcp,private,REJ,0,anomaly,
34994,0,icmp,ecr_i,SF,1480,anomaly,
34995,0,tcp,auth,S0,0,anomaly,
34996,0,tcp,private,REJ,0,anomaly,
34997,0,tcp,private,S0,0,anomaly,
35001,0,tcp,other,REJ,0,anomaly,
35004,0,icmp,ecr_i,SF,1032,anomaly,
35005,0,tcp,private,S0,0,anomaly,
35006,32058,tcp,private,RSTR,1,anomaly,
35007,0,tcp,private,S0,0,anomaly,
35009,0,tcp,imap4,S0,0,anomaly,
35010,0,tcp,private,OTH,0,anomaly,
35013,0,tcp,private,S0,0,anomaly,
35014,0,tcp,private,REJ,0,anomaly,
35016,0,tcp,private,REJ,0,anomaly,
35017,0,tcp,http_443,S0,0,anomaly,
35019,0,tcp,private,S0,0,anomaly,
35023,0,tcp,private,S0,0,anomaly,
35025,0,tcp,telnet,S0,0,anomaly,
35026,0,udp,private,SF,1,anomaly,
35029,0,icmp,eco_i,SF,18,anomaly,
35030,0,tcp,ftp_data,SF,334,anomaly,
35032,0,tcp,private,S0,0,anomaly,
35033,0,tcp,whois,REJ,0,anomaly,
35034,0,tcp,http,S0,0,anomaly,
35035,0,icmp,eco_i,SF,8,anomaly,
35036,0,tcp,vmnet,REJ,0,anomaly,
35037,0,tcp,imap4,S0,0,anomaly,
35041,0,tcp,bgp,S0,0,anomaly,
35043,0,tcp,whois,REJ,0,anomaly,
35046,0,tcp,ftp_data,S0,0,anomaly,
35047,0,tcp,private,S0,0,anomaly,
35048,0,tcp,private,S0,0,anomaly,
35049,0,tcp,time,RSTO,0,anomaly,
35051,0,tcp,private,S0,0,anomaly,
35052,0,tcp,private,S0,0,anomaly,
35053,0,tcp,private,S0,0,anomaly,
35057,0,tcp,http,S0,0,anomaly,
35060,26488,tcp,private,RSTR,1,anomaly,
35062,39572,tcp,private,RSTR,1,anomaly,
35063,0,tcp,private,REJ,0,anomaly,
35065,0,tcp,bgp,S0,0,anomaly,
